,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator,start_timestamp
5534,End,complete,End,2016-06-02 22:21:41+00:00,End,End,116901,Variant 16,16,Fluxicon Disco,2016-06-02 22:21:41+00:00
5535,Start,complete,Start,2016-05-05 15:35:48+00:00,Start,Start,116905,Variant 2,2,Fluxicon Disco,2016-05-05 15:35:48+00:00
5536,Traer informacion estudiante - banner,complete,19019,2016-05-05 15:35:48+00:00,Traer informacion estudiante - banner,19019,116905,Variant 2,2,Fluxicon Disco,2016-05-05 15:35:48+00:00
5537,Radicar Solicitud Homologacion,complete,19019,2016-05-05 15:36:00+00:00,Radicar Solicitud Homologacion,19019,116905,Variant 2,2,Fluxicon Disco,2016-05-05 15:35:51+00:00
5538,Validar solicitud,complete,19019,2016-05-05 15:45:18+00:00,Validar solicitud,19019,116905,Variant 2,2,Fluxicon Disco,2016-05-05 15:45:18+00:00
5539,Homologacion por grupo de cursos,complete,1007,2016-05-05 16:25:40+00:00,Homologacion por grupo de cursos,1007,116905,Variant 2,2,Fluxicon Disco,2016-05-05 15:45:56+00:00
5540,End,complete,End,2016-05-05 16:25:40+00:00,End,End,116905,Variant 2,2,Fluxicon Disco,2016-05-05 16:25:40+00:00
5541,Start,complete,Start,2016-05-05 15:10:23+00:00,Start,Start,116906,Variant 16,16,Fluxicon Disco,2016-05-05 15:10:23+00:00
5542,Traer informacion estudiante - banner,complete,8416,2016-05-05 15:41:28+00:00,Traer informacion estudiante - banner,8416,116906,Variant 16,16,Fluxicon Disco,2016-05-05 15:41:28+00:00
5543,Radicar Solicitud Homologacion,complete,8416,2016-05-05 15:41:30+00:00,Radicar Solicitud Homologacion,8416,116906,Variant 16,16,Fluxicon Disco,2016-05-05 15:41:30+00:00
5544,Validar solicitud,complete,677,2016-05-05 15:53:12+00:00,Validar solicitud,677,116906,Variant 16,16,Fluxicon Disco,2016-05-05 15:10:23+00:00
5545,Homologacion por grupo de cursos,complete,677,2016-05-13 19:59:54+00:00,Homologacion por grupo de cursos,677,116906,Variant 16,16,Fluxicon Disco,2016-05-13 19:59:53+00:00
5546,End,complete,End,2016-05-13 19:59:54+00:00,End,End,116906,Variant 16,16,Fluxicon Disco,2016-05-13 19:59:54+00:00
5547,Start,complete,Start,2016-05-05 16:11:55+00:00,Start,Start,116910,Variant 2,2,Fluxicon Disco,2016-05-05 16:11:55+00:00
5548,Traer informacion estudiante - banner,complete,19019,2016-05-05 16:11:55+00:00,Traer informacion estudiante - banner,19019,116910,Variant 2,2,Fluxicon Disco,2016-05-05 16:11:55+00:00
5549,Radicar Solicitud Homologacion,complete,19019,2016-05-05 16:11:58+00:00,Radicar Solicitud Homologacion,19019,116910,Variant 2,2,Fluxicon Disco,2016-05-05 16:11:55+00:00
5550,Validar solicitud,complete,19019,2016-05-05 16:15:53+00:00,Validar solicitud,19019,116910,Variant 2,2,Fluxicon Disco,2016-05-05 16:15:53+00:00
5551,Homologacion por grupo de cursos,complete,1007,2016-05-05 16:55:27+00:00,Homologacion por grupo de cursos,1007,116910,Variant 2,2,Fluxicon Disco,2016-05-05 16:16:13+00:00
5552,End,complete,End,2016-05-05 16:55:27+00:00,End,End,116910,Variant 2,2,Fluxicon Disco,2016-05-05 16:55:27+00:00
5553,Start,complete,Start,2016-05-05 16:15:53+00:00,Start,Start,116911,Variant 1,1,Fluxicon Disco,2016-05-05 16:15:53+00:00
5554,Traer informacion estudiante - banner,complete,26271,2016-05-05 16:15:53+00:00,Traer informacion estudiante - banner,26271,116911,Variant 1,1,Fluxicon Disco,2016-05-05 16:15:53+00:00
5555,Radicar Solicitud Homologacion,complete,26271,2016-05-05 17:20:39+00:00,Radicar Solicitud Homologacion,26271,116911,Variant 1,1,Fluxicon Disco,2016-05-05 16:15:55+00:00
5556,Cancelar Solicitud,complete,22404,2016-05-18 19:04:11+00:00,Cancelar Solicitud,22404,116911,Variant 1,1,Fluxicon Disco,2016-05-18 18:56:11+00:00
5557,Notificacion estudiante cancelacion soli,complete,22404,2016-05-19 18:25:52+00:00,Notificacion estudiante cancelacion soli,22404,116911,Variant 1,1,Fluxicon Disco,2016-05-19 18:25:52+00:00
5558,End,complete,End,2016-05-19 18:25:52+00:00,End,End,116911,Variant 1,1,Fluxicon Disco,2016-05-19 18:25:52+00:00
5559,Start,complete,Start,2016-05-05 16:18:01+00:00,Start,Start,116912,Variant 2,2,Fluxicon Disco,2016-05-05 16:18:01+00:00
5560,Traer informacion estudiante - banner,complete,19019,2016-05-05 16:18:01+00:00,Traer informacion estudiante - banner,19019,116912,Variant 2,2,Fluxicon Disco,2016-05-05 16:18:01+00:00
5561,Radicar Solicitud Homologacion,complete,19019,2016-05-05 16:18:04+00:00,Radicar Solicitud Homologacion,19019,116912,Variant 2,2,Fluxicon Disco,2016-05-05 16:18:01+00:00
5562,Validar solicitud,complete,19019,2016-05-05 16:21:28+00:00,Validar solicitud,19019,116912,Variant 2,2,Fluxicon Disco,2016-05-05 16:21:28+00:00
5563,Homologacion por grupo de cursos,complete,1007,2016-05-05 20:47:59+00:00,Homologacion por grupo de cursos,1007,116912,Variant 2,2,Fluxicon Disco,2016-05-05 16:21:52+00:00
5564,End,complete,End,2016-05-05 20:47:59+00:00,End,End,116912,Variant 2,2,Fluxicon Disco,2016-05-05 20:47:59+00:00
5565,Start,complete,Start,2016-05-05 16:25:46+00:00,Start,Start,116913,Variant 2,2,Fluxicon Disco,2016-05-05 16:25:46+00:00
5566,Traer informacion estudiante - banner,complete,19019,2016-05-05 16:25:46+00:00,Traer informacion estudiante - banner,19019,116913,Variant 2,2,Fluxicon Disco,2016-05-05 16:25:46+00:00
5567,Radicar Solicitud Homologacion,complete,19019,2016-05-05 16:25:50+00:00,Radicar Solicitud Homologacion,19019,116913,Variant 2,2,Fluxicon Disco,2016-05-05 16:25:48+00:00
5568,Validar solicitud,complete,19019,2016-05-05 16:28:18+00:00,Validar solicitud,19019,116913,Variant 2,2,Fluxicon Disco,2016-05-05 16:28:17+00:00
5569,Homologacion por grupo de cursos,complete,1007,2016-05-05 18:26:11+00:00,Homologacion por grupo de cursos,1007,116913,Variant 2,2,Fluxicon Disco,2016-05-05 16:29:27+00:00
5570,End,complete,End,2016-05-05 18:26:11+00:00,End,End,116913,Variant 2,2,Fluxicon Disco,2016-05-05 18:26:11+00:00
5571,Start,complete,Start,2016-05-05 15:44:49+00:00,Start,Start,116914,Variant 17,17,Fluxicon Disco,2016-05-05 15:44:49+00:00
5572,Cancelar Solicitud,complete,11571,2016-05-05 16:13:08+00:00,Cancelar Solicitud,11571,116914,Variant 17,17,Fluxicon Disco,2016-05-05 15:44:49+00:00
5573,Traer informacion estudiante - banner,complete,11571,2016-05-05 16:29:53+00:00,Traer informacion estudiante - banner,11571,116914,Variant 17,17,Fluxicon Disco,2016-05-05 16:29:53+00:00
5574,Radicar Solicitud Homologacion,complete,11571,2016-05-05 16:29:55+00:00,Radicar Solicitud Homologacion,11571,116914,Variant 17,17,Fluxicon Disco,2016-05-05 16:29:55+00:00
5575,Notificacion estudiante cancelacion soli,complete,11571,2016-05-11 22:03:57+00:00,Notificacion estudiante cancelacion soli,11571,116914,Variant 17,17,Fluxicon Disco,2016-05-11 22:03:57+00:00
5576,End,complete,End,2016-05-11 22:03:57+00:00,End,End,116914,Variant 17,17,Fluxicon Disco,2016-05-11 22:03:57+00:00
5577,Start,complete,Start,2016-05-05 19:44:37+00:00,Start,Start,116920,Variant 1,1,Fluxicon Disco,2016-05-05 19:44:37+00:00
5578,Traer informacion estudiante - banner,complete,7781,2016-05-05 19:44:37+00:00,Traer informacion estudiante - banner,7781,116920,Variant 1,1,Fluxicon Disco,2016-05-05 19:44:37+00:00
5579,Radicar Solicitud Homologacion,complete,7781,2016-05-05 19:45:03+00:00,Radicar Solicitud Homologacion,7781,116920,Variant 1,1,Fluxicon Disco,2016-05-05 19:44:41+00:00
5580,Cancelar Solicitud,complete,7781,2016-05-05 20:07:43+00:00,Cancelar Solicitud,7781,116920,Variant 1,1,Fluxicon Disco,2016-05-05 20:07:40+00:00
5581,Notificacion estudiante cancelacion soli,complete,7781,2016-05-05 20:11:11+00:00,Notificacion estudiante cancelacion soli,7781,116920,Variant 1,1,Fluxicon Disco,2016-05-05 20:11:11+00:00
5582,End,complete,End,2016-05-05 20:11:11+00:00,End,End,116920,Variant 1,1,Fluxicon Disco,2016-05-05 20:11:11+00:00
5583,Start,complete,Start,2016-05-05 21:36:58+00:00,Start,Start,116925,Variant 2,2,Fluxicon Disco,2016-05-05 21:36:58+00:00
5584,Traer informacion estudiante - banner,complete,8774,2016-05-05 21:36:58+00:00,Traer informacion estudiante - banner,8774,116925,Variant 2,2,Fluxicon Disco,2016-05-05 21:36:58+00:00
5585,Radicar Solicitud Homologacion,complete,8774,2016-05-05 21:38:22+00:00,Radicar Solicitud Homologacion,8774,116925,Variant 2,2,Fluxicon Disco,2016-05-05 21:36:59+00:00
5586,Validar solicitud,complete,677,2016-05-06 00:35:31+00:00,Validar solicitud,677,116925,Variant 2,2,Fluxicon Disco,2016-05-05 23:58:25+00:00
5587,Homologacion por grupo de cursos,complete,3445,2016-05-13 22:14:49+00:00,Homologacion por grupo de cursos,3445,116925,Variant 2,2,Fluxicon Disco,2016-05-13 20:06:42+00:00
5588,End,complete,End,2016-05-13 22:14:49+00:00,End,End,116925,Variant 2,2,Fluxicon Disco,2016-05-13 22:14:49+00:00
5589,Start,complete,Start,2016-05-05 22:10:00+00:00,Start,Start,116926,Variant 2,2,Fluxicon Disco,2016-05-05 22:10:00+00:00
5590,Traer informacion estudiante - banner,complete,1378,2016-05-05 22:10:00+00:00,Traer informacion estudiante - banner,1378,116926,Variant 2,2,Fluxicon Disco,2016-05-05 22:10:00+00:00
5591,Radicar Solicitud Homologacion,complete,1378,2016-05-05 22:10:07+00:00,Radicar Solicitud Homologacion,1378,116926,Variant 2,2,Fluxicon Disco,2016-05-05 22:10:01+00:00
5592,Validar solicitud,complete,19019,2016-05-05 22:23:30+00:00,Validar solicitud,19019,116926,Variant 2,2,Fluxicon Disco,2016-05-05 22:16:42+00:00
5593,Homologacion por grupo de cursos,complete,1007,2016-05-06 21:33:20+00:00,Homologacion por grupo de cursos,1007,116926,Variant 2,2,Fluxicon Disco,2016-05-06 21:04:54+00:00
5594,End,complete,End,2016-05-06 21:33:20+00:00,End,End,116926,Variant 2,2,Fluxicon Disco,2016-05-06 21:33:20+00:00
5595,Start,complete,Start,2016-05-05 22:16:48+00:00,Start,Start,116927,Variant 2,2,Fluxicon Disco,2016-05-05 22:16:48+00:00
5596,Traer informacion estudiante - banner,complete,1378,2016-05-05 22:16:48+00:00,Traer informacion estudiante - banner,1378,116927,Variant 2,2,Fluxicon Disco,2016-05-05 22:16:48+00:00
5597,Radicar Solicitud Homologacion,complete,1378,2016-05-05 22:16:53+00:00,Radicar Solicitud Homologacion,1378,116927,Variant 2,2,Fluxicon Disco,2016-05-05 22:16:49+00:00
5598,Validar solicitud,complete,677,2016-05-05 22:59:17+00:00,Validar solicitud,677,116927,Variant 2,2,Fluxicon Disco,2016-05-05 22:21:30+00:00
5599,Homologacion por grupo de cursos,complete,3445,2016-05-13 20:15:41+00:00,Homologacion por grupo de cursos,3445,116927,Variant 2,2,Fluxicon Disco,2016-05-13 20:09:18+00:00
5600,End,complete,End,2016-05-13 20:15:41+00:00,End,End,116927,Variant 2,2,Fluxicon Disco,2016-05-13 20:15:41+00:00
5601,Start,complete,Start,2016-05-05 22:22:11+00:00,Start,Start,116928,Variant 2,2,Fluxicon Disco,2016-05-05 22:22:11+00:00
5602,Traer informacion estudiante - banner,complete,1378,2016-05-05 22:22:11+00:00,Traer informacion estudiante - banner,1378,116928,Variant 2,2,Fluxicon Disco,2016-05-05 22:22:11+00:00
5603,Radicar Solicitud Homologacion,complete,1378,2016-05-05 22:22:14+00:00,Radicar Solicitud Homologacion,1378,116928,Variant 2,2,Fluxicon Disco,2016-05-05 22:22:12+00:00
5604,Validar solicitud,complete,677,2016-05-05 23:02:17+00:00,Validar solicitud,677,116928,Variant 2,2,Fluxicon Disco,2016-05-05 22:24:28+00:00
5605,Homologacion por grupo de cursos,complete,3445,2016-05-13 20:20:13+00:00,Homologacion por grupo de cursos,3445,116928,Variant 2,2,Fluxicon Disco,2016-05-13 20:13:56+00:00
5606,End,complete,End,2016-05-13 20:20:13+00:00,End,End,116928,Variant 2,2,Fluxicon Disco,2016-05-13 20:20:13+00:00
5607,Start,complete,Start,2016-05-05 19:10:46+00:00,Start,Start,116953,Variant 7,7,Fluxicon Disco,2016-05-05 19:10:46+00:00
5608,Traer informacion estudiante - banner,complete,18501,2016-05-05 19:10:46+00:00,Traer informacion estudiante - banner,18501,116953,Variant 7,7,Fluxicon Disco,2016-05-05 19:10:46+00:00
5609,Radicar Solicitud Homologacion,complete,18501,2016-05-05 19:11:02+00:00,Radicar Solicitud Homologacion,18501,116953,Variant 7,7,Fluxicon Disco,2016-05-05 19:10:48+00:00
5610,Validar solicitud,complete,22404,2016-05-05 19:32:29+00:00,Validar solicitud,22404,116953,Variant 7,7,Fluxicon Disco,2016-05-05 19:25:47+00:00
5611,Cancelar Solicitud,complete,22533,2016-05-05 20:42:45+00:00,Cancelar Solicitud,22533,116953,Variant 7,7,Fluxicon Disco,2016-05-05 19:25:47+00:00
5612,Notificacion estudiante cancelacion soli,complete,22533,2016-05-20 14:24:07+00:00,Notificacion estudiante cancelacion soli,22533,116953,Variant 7,7,Fluxicon Disco,2016-05-20 14:24:07+00:00
5613,End,complete,End,2016-05-20 14:24:07+00:00,End,End,116953,Variant 7,7,Fluxicon Disco,2016-05-20 14:24:07+00:00
5614,Start,complete,Start,2016-05-06 01:20:16+00:00,Start,Start,117053,Variant 2,2,Fluxicon Disco,2016-05-06 01:20:16+00:00
5615,Traer informacion estudiante - banner,complete,9890,2016-05-06 01:20:16+00:00,Traer informacion estudiante - banner,9890,117053,Variant 2,2,Fluxicon Disco,2016-05-06 01:20:16+00:00
5616,Radicar Solicitud Homologacion,complete,9890,2016-05-06 01:20:17+00:00,Radicar Solicitud Homologacion,9890,117053,Variant 2,2,Fluxicon Disco,2016-05-06 01:20:17+00:00
5617,Validar solicitud,complete,22404,2016-05-06 01:31:41+00:00,Validar solicitud,22404,117053,Variant 2,2,Fluxicon Disco,2016-05-06 01:28:25+00:00
5618,Homologacion por grupo de cursos,complete,22404,2016-05-06 18:03:14+00:00,Homologacion por grupo de cursos,22404,117053,Variant 2,2,Fluxicon Disco,2016-05-06 16:16:46+00:00
5619,End,complete,End,2016-05-06 18:03:14+00:00,End,End,117053,Variant 2,2,Fluxicon Disco,2016-05-06 18:03:14+00:00
5620,Start,complete,Start,2016-05-06 09:52:53+00:00,Start,Start,117151,Variant 1,1,Fluxicon Disco,2016-05-06 09:52:53+00:00
5621,Traer informacion estudiante - banner,complete,11387,2016-05-06 09:52:53+00:00,Traer informacion estudiante - banner,11387,117151,Variant 1,1,Fluxicon Disco,2016-05-06 09:52:53+00:00
5622,Radicar Solicitud Homologacion,complete,11387,2016-05-06 09:53:01+00:00,Radicar Solicitud Homologacion,11387,117151,Variant 1,1,Fluxicon Disco,2016-05-06 09:53:01+00:00
5623,Cancelar Solicitud,complete,677,2016-05-06 10:03:10+00:00,Cancelar Solicitud,677,117151,Variant 1,1,Fluxicon Disco,2016-05-06 10:00:35+00:00
5624,Notificacion estudiante cancelacion soli,complete,677,2016-05-06 15:35:13+00:00,Notificacion estudiante cancelacion soli,677,117151,Variant 1,1,Fluxicon Disco,2016-05-06 15:35:13+00:00
5625,End,complete,End,2016-05-06 15:35:13+00:00,End,End,117151,Variant 1,1,Fluxicon Disco,2016-05-06 15:35:13+00:00
5626,Start,complete,Start,2016-05-06 15:34:50+00:00,Start,Start,117253,Variant 2,2,Fluxicon Disco,2016-05-06 15:34:50+00:00
5627,Traer informacion estudiante - banner,complete,6723,2016-05-06 15:34:50+00:00,Traer informacion estudiante - banner,6723,117253,Variant 2,2,Fluxicon Disco,2016-05-06 15:34:50+00:00
5628,Radicar Solicitud Homologacion,complete,6723,2016-05-06 15:34:58+00:00,Radicar Solicitud Homologacion,6723,117253,Variant 2,2,Fluxicon Disco,2016-05-06 15:34:52+00:00
5629,Validar solicitud,complete,677,2016-05-06 16:16:01+00:00,Validar solicitud,677,117253,Variant 2,2,Fluxicon Disco,2016-05-06 15:41:26+00:00
5630,Homologacion por grupo de cursos,complete,3445,2016-05-13 20:38:24+00:00,Homologacion por grupo de cursos,3445,117253,Variant 2,2,Fluxicon Disco,2016-05-13 20:16:31+00:00
5631,End,complete,End,2016-05-13 20:38:24+00:00,End,End,117253,Variant 2,2,Fluxicon Disco,2016-05-13 20:38:24+00:00
5632,Start,complete,Start,2016-05-06 19:08:02+00:00,Start,Start,117258,Variant 2,2,Fluxicon Disco,2016-05-06 19:08:02+00:00
5633,Traer informacion estudiante - banner,complete,8268,2016-05-06 19:08:02+00:00,Traer informacion estudiante - banner,8268,117258,Variant 2,2,Fluxicon Disco,2016-05-06 19:08:02+00:00
5634,Radicar Solicitud Homologacion,complete,8268,2016-05-06 19:30:01+00:00,Radicar Solicitud Homologacion,8268,117258,Variant 2,2,Fluxicon Disco,2016-05-06 19:08:08+00:00
5635,Validar solicitud,complete,18929,2016-05-12 15:28:02+00:00,Validar solicitud,18929,117258,Variant 2,2,Fluxicon Disco,2016-05-12 15:02:05+00:00
5636,Homologacion por grupo de cursos,complete,18929,2016-05-17 18:30:22+00:00,Homologacion por grupo de cursos,18929,117258,Variant 2,2,Fluxicon Disco,2016-05-17 18:30:22+00:00
5637,End,complete,End,2016-05-17 18:30:22+00:00,End,End,117258,Variant 2,2,Fluxicon Disco,2016-05-17 18:30:22+00:00
5638,Start,complete,Start,2016-05-06 20:59:47+00:00,Start,Start,117263,Variant 2,2,Fluxicon Disco,2016-05-06 20:59:47+00:00
5639,Traer informacion estudiante - banner,complete,10742,2016-05-06 20:59:47+00:00,Traer informacion estudiante - banner,10742,117263,Variant 2,2,Fluxicon Disco,2016-05-06 20:59:47+00:00
5640,Radicar Solicitud Homologacion,complete,10742,2016-05-06 21:07:22+00:00,Radicar Solicitud Homologacion,10742,117263,Variant 2,2,Fluxicon Disco,2016-05-06 20:59:48+00:00
5641,Validar solicitud,complete,261,2016-05-10 22:56:28+00:00,Validar solicitud,261,117263,Variant 2,2,Fluxicon Disco,2016-05-10 20:34:03+00:00
5642,Homologacion por grupo de cursos,complete,308,2016-06-07 18:24:41+00:00,Homologacion por grupo de cursos,308,117263,Variant 2,2,Fluxicon Disco,2016-06-07 17:06:51+00:00
5643,End,complete,End,2016-06-07 18:24:41+00:00,End,End,117263,Variant 2,2,Fluxicon Disco,2016-06-07 18:24:41+00:00
5644,Start,complete,Start,2016-05-06 21:39:28+00:00,Start,Start,117265,Variant 2,2,Fluxicon Disco,2016-05-06 21:39:28+00:00
5645,Traer informacion estudiante - banner,complete,10742,2016-05-06 21:39:28+00:00,Traer informacion estudiante - banner,10742,117265,Variant 2,2,Fluxicon Disco,2016-05-06 21:39:28+00:00
5646,Radicar Solicitud Homologacion,complete,10742,2016-05-06 21:46:28+00:00,Radicar Solicitud Homologacion,10742,117265,Variant 2,2,Fluxicon Disco,2016-05-06 21:39:29+00:00
5647,Validar solicitud,complete,261,2016-05-10 22:58:11+00:00,Validar solicitud,261,117265,Variant 2,2,Fluxicon Disco,2016-05-10 20:39:28+00:00
5648,Homologacion por grupo de cursos,complete,7355,2016-06-07 13:26:59+00:00,Homologacion por grupo de cursos,7355,117265,Variant 2,2,Fluxicon Disco,2016-06-07 13:23:23+00:00
5649,End,complete,End,2016-06-07 13:26:59+00:00,End,End,117265,Variant 2,2,Fluxicon Disco,2016-06-07 13:26:59+00:00
5650,Start,complete,Start,2016-05-08 04:07:32+00:00,Start,Start,117351,Variant 2,2,Fluxicon Disco,2016-05-08 04:07:32+00:00
5651,Traer informacion estudiante - banner,complete,23530,2016-05-08 04:07:32+00:00,Traer informacion estudiante - banner,23530,117351,Variant 2,2,Fluxicon Disco,2016-05-08 04:07:32+00:00
5652,Radicar Solicitud Homologacion,complete,23530,2016-05-08 04:19:38+00:00,Radicar Solicitud Homologacion,23530,117351,Variant 2,2,Fluxicon Disco,2016-05-08 04:07:38+00:00
5653,Validar solicitud,complete,22404,2016-05-11 18:46:41+00:00,Validar solicitud,22404,117351,Variant 2,2,Fluxicon Disco,2016-05-11 18:30:45+00:00
5654,Homologacion por grupo de cursos,complete,4560,2016-05-13 17:56:04+00:00,Homologacion por grupo de cursos,4560,117351,Variant 2,2,Fluxicon Disco,2016-05-13 16:56:01+00:00
5655,End,complete,End,2016-05-13 17:56:04+00:00,End,End,117351,Variant 2,2,Fluxicon Disco,2016-05-13 17:56:04+00:00
5656,Start,complete,Start,2016-05-09 15:53:32+00:00,Start,Start,117553,Variant 17,17,Fluxicon Disco,2016-05-09 15:53:32+00:00
5657,Cancelar Solicitud,complete,19019,2016-05-09 15:56:40+00:00,Cancelar Solicitud,19019,117553,Variant 17,17,Fluxicon Disco,2016-05-09 15:53:32+00:00
5658,Traer informacion estudiante - banner,complete,8382,2016-05-09 16:28:55+00:00,Traer informacion estudiante - banner,8382,117553,Variant 17,17,Fluxicon Disco,2016-05-09 16:28:55+00:00
5659,Radicar Solicitud Homologacion,complete,8382,2016-05-09 16:28:57+00:00,Radicar Solicitud Homologacion,8382,117553,Variant 17,17,Fluxicon Disco,2016-05-09 16:28:57+00:00
5660,Notificacion estudiante cancelacion soli,complete,19019,2016-05-10 16:08:17+00:00,Notificacion estudiante cancelacion soli,19019,117553,Variant 17,17,Fluxicon Disco,2016-05-10 16:08:17+00:00
5661,End,complete,End,2016-05-10 16:08:17+00:00,End,End,117553,Variant 17,17,Fluxicon Disco,2016-05-10 16:08:17+00:00
5662,Start,complete,Start,2016-05-10 20:02:40+00:00,Start,Start,117753,Variant 1,1,Fluxicon Disco,2016-05-10 20:02:40+00:00
5663,Traer informacion estudiante - banner,complete,7599,2016-05-10 20:02:40+00:00,Traer informacion estudiante - banner,7599,117753,Variant 1,1,Fluxicon Disco,2016-05-10 20:02:40+00:00
5664,Radicar Solicitud Homologacion,complete,7599,2016-05-10 21:05:23+00:00,Radicar Solicitud Homologacion,7599,117753,Variant 1,1,Fluxicon Disco,2016-05-10 20:02:43+00:00
5665,Cancelar Solicitud,complete,22475,2016-05-20 16:43:09+00:00,Cancelar Solicitud,22475,117753,Variant 1,1,Fluxicon Disco,2016-05-20 16:42:58+00:00
5666,Notificacion estudiante cancelacion soli,complete,22475,2016-05-20 16:54:34+00:00,Notificacion estudiante cancelacion soli,22475,117753,Variant 1,1,Fluxicon Disco,2016-05-20 16:54:34+00:00
5667,End,complete,End,2016-05-20 16:54:34+00:00,End,End,117753,Variant 1,1,Fluxicon Disco,2016-05-20 16:54:34+00:00
5668,Start,complete,Start,2016-05-10 18:12:30+00:00,Start,Start,117806,Variant 14,14,Fluxicon Disco,2016-05-10 18:12:30+00:00
5669,Radicar Solicitud Homologacion,complete,19019,2016-05-10 18:12:30+00:00,Radicar Solicitud Homologacion,19019,117806,Variant 14,14,Fluxicon Disco,2016-05-10 18:12:30+00:00
5670,End,complete,End,2016-05-10 18:12:30+00:00,End,End,117806,Variant 14,14,Fluxicon Disco,2016-05-10 18:12:30+00:00
5671,Start,complete,Start,2016-05-10 20:06:59+00:00,Start,Start,117808,Variant 2,2,Fluxicon Disco,2016-05-10 20:06:59+00:00
5672,Traer informacion estudiante - banner,complete,2970,2016-05-10 20:06:59+00:00,Traer informacion estudiante - banner,2970,117808,Variant 2,2,Fluxicon Disco,2016-05-10 20:06:59+00:00
5673,Radicar Solicitud Homologacion,complete,2970,2016-05-10 20:07:32+00:00,Radicar Solicitud Homologacion,2970,117808,Variant 2,2,Fluxicon Disco,2016-05-10 20:07:00+00:00
5674,Validar solicitud,complete,659,2016-05-10 20:42:09+00:00,Validar solicitud,659,117808,Variant 2,2,Fluxicon Disco,2016-05-10 20:39:49+00:00
5675,Homologacion por grupo de cursos,complete,1422,2016-05-11 14:17:11+00:00,Homologacion por grupo de cursos,1422,117808,Variant 2,2,Fluxicon Disco,2016-05-11 11:44:11+00:00
5676,End,complete,End,2016-05-11 14:17:11+00:00,End,End,117808,Variant 2,2,Fluxicon Disco,2016-05-11 14:17:11+00:00
5677,Start,complete,Start,2016-05-10 23:37:26+00:00,Start,Start,117851,Variant 1,1,Fluxicon Disco,2016-05-10 23:37:26+00:00
5678,Traer informacion estudiante - banner,complete,23842,2016-05-10 23:37:26+00:00,Traer informacion estudiante - banner,23842,117851,Variant 1,1,Fluxicon Disco,2016-05-10 23:37:26+00:00
5679,Radicar Solicitud Homologacion,complete,23842,2016-05-10 23:51:35+00:00,Radicar Solicitud Homologacion,23842,117851,Variant 1,1,Fluxicon Disco,2016-05-10 23:37:34+00:00
5680,Cancelar Solicitud,complete,7320,2016-05-12 21:02:50+00:00,Cancelar Solicitud,7320,117851,Variant 1,1,Fluxicon Disco,2016-05-12 21:01:52+00:00
5681,Notificacion estudiante cancelacion soli,complete,7320,2016-05-12 22:00:02+00:00,Notificacion estudiante cancelacion soli,7320,117851,Variant 1,1,Fluxicon Disco,2016-05-12 22:00:02+00:00
5682,End,complete,End,2016-05-12 22:00:02+00:00,End,End,117851,Variant 1,1,Fluxicon Disco,2016-05-12 22:00:02+00:00
5683,Start,complete,Start,2016-05-11 18:40:39+00:00,Start,Start,117903,Variant 2,2,Fluxicon Disco,2016-05-11 18:40:39+00:00
5684,Traer informacion estudiante - banner,complete,3815,2016-05-11 18:40:39+00:00,Traer informacion estudiante - banner,3815,117903,Variant 2,2,Fluxicon Disco,2016-05-11 18:40:39+00:00
5685,Radicar Solicitud Homologacion,complete,3815,2016-05-11 18:40:43+00:00,Radicar Solicitud Homologacion,3815,117903,Variant 2,2,Fluxicon Disco,2016-05-11 18:40:43+00:00
5686,Validar solicitud,complete,677,2016-05-11 19:02:12+00:00,Validar solicitud,677,117903,Variant 2,2,Fluxicon Disco,2016-05-11 18:44:53+00:00
5687,Homologacion por grupo de cursos,complete,677,2016-05-13 20:19:41+00:00,Homologacion por grupo de cursos,677,117903,Variant 2,2,Fluxicon Disco,2016-05-13 20:19:41+00:00
5688,End,complete,End,2016-05-13 20:19:41+00:00,End,End,117903,Variant 2,2,Fluxicon Disco,2016-05-13 20:19:41+00:00
5689,Start,complete,Start,2016-05-11 12:29:28+00:00,Start,Start,117951,Variant 1,1,Fluxicon Disco,2016-05-11 12:29:28+00:00
5690,Traer informacion estudiante - banner,complete,7717,2016-05-11 12:29:28+00:00,Traer informacion estudiante - banner,7717,117951,Variant 1,1,Fluxicon Disco,2016-05-11 12:29:28+00:00
5691,Radicar Solicitud Homologacion,complete,7717,2016-05-11 12:57:31+00:00,Radicar Solicitud Homologacion,7717,117951,Variant 1,1,Fluxicon Disco,2016-05-11 12:29:31+00:00
5692,Cancelar Solicitud,complete,22475,2016-05-16 18:18:44+00:00,Cancelar Solicitud,22475,117951,Variant 1,1,Fluxicon Disco,2016-05-16 18:17:02+00:00
5693,Notificacion estudiante cancelacion soli,complete,22475,2016-05-16 20:42:13+00:00,Notificacion estudiante cancelacion soli,22475,117951,Variant 1,1,Fluxicon Disco,2016-05-16 20:42:13+00:00
5694,End,complete,End,2016-05-16 20:42:13+00:00,End,End,117951,Variant 1,1,Fluxicon Disco,2016-05-16 20:42:13+00:00
5695,Start,complete,Start,2016-05-12 14:33:00+00:00,Start,Start,118151,Variant 17,17,Fluxicon Disco,2016-05-12 14:33:00+00:00
