case_id,activity,resource,start_timestamp,end_timestamp
Case 3027,Handle Email,Steffi,2010-03-26 11:54:00,2010-03-26 12:00:00
Case 3027,Call Outbound,Steffi,2010-03-26 12:02:00,2010-03-26 12:03:00
Case 3028,Inbound Call,Michael,2010-03-06 13:57:00,2010-03-06 13:58:00
Case 3029,Handle Email,Mary,2010-03-13 14:05:00,2010-03-13 14:06:00
Case 3029,Inbound Call,Harold,2010-04-01 17:09:00,2010-04-01 17:15:00
Case 3029,Inbound Call,Clark,2010-04-01 17:20:00,2010-04-01 17:27:00
Case 3029,Call Outbound,Clark,2010-04-05 17:21:00,2010-04-05 17:27:00
Case 3030,Inbound Call,Harold,2010-03-04 10:38:00,2010-03-04 10:47:00
Case 3030,Handle Case,Harold,2010-03-11 15:39:00,2010-03-11 15:49:00
Case 3031,Inbound Email,Samuil,2010-03-27 09:18:00,2010-03-28 06:49:00
Case 3031,Inbound Email,Samuil,2010-03-28 06:59:00,2010-03-28 06:59:00
Case 3031,Email Outbound,Samuil,2010-03-28 06:59:00,2010-03-28 06:59:00
Case 3031,Handle Case,Tea,2010-03-28 07:23:00,2010-03-28 07:24:00
Case 3031,Email Outbound,Samuil,2010-04-15 08:42:00,2010-04-15 08:42:00
Case 3031,Email Outbound,Samuil,2010-04-15 08:43:00,2010-04-15 08:43:00
Case 3032,Inbound Call,Irena,2010-03-02 10:45:00,2010-03-02 10:48:00
Case 3033,Inbound Call,Henk,2010-03-13 07:40:00,2010-03-13 07:41:00
Case 3034,Inbound Call,Susi,2010-03-27 11:16:00,2010-03-27 11:26:00
Case 3035,Handle Email,Steffi,2010-03-28 12:43:00,2010-03-28 13:08:00
Case 3035,Call Outbound,Steffi,2010-03-28 13:13:00,2010-03-28 13:14:00
Case 3035,Handle Email,Steffi,2010-03-28 13:15:00,2010-03-28 13:38:00
Case 3035,Call Outbound,Steffi,2010-03-28 14:33:00,2010-03-28 14:33:00
Case 3036,Inbound Call,Nancy,2010-03-18 16:33:00,2010-03-18 16:33:00
Case 3037,Inbound Call,Samuil,2010-03-05 06:47:00,2010-03-05 06:55:00
Case 3038,Inbound Call,Michael,2010-03-26 10:35:00,2010-03-26 10:37:00
Case 3039,Inbound Email,Susi,2010-03-25 22:59:00,2010-03-26 09:59:00
Case 3039,Email Outbound,Susi,2010-03-26 10:13:00,2010-03-26 10:17:00
Case 3039,Email Outbound,Susi,2010-03-26 10:17:00,2010-03-26 10:18:00
Case 3039,Handle Email,Susi,2010-03-26 10:19:00,2010-03-26 10:19:00
Case 3040,Inbound Call,Michael,2010-03-25 16:12:00,2010-03-25 16:13:00
Case 3041,Inbound Call,Fred,2010-03-05 10:06:00,2010-03-05 10:33:00
Case 3042,Handle Case,Mary,2010-03-07 14:19:00,2010-03-07 14:23:00
Case 3043,Inbound Call,Jochem,2010-03-25 16:17:00,2010-03-25 16:18:00
Case 3043,Inbound Call,Michael,2010-03-25 18:03:00,2010-03-25 18:07:00
Case 3043,Inbound Call,Monique,2010-03-26 13:40:00,2010-03-26 14:13:00
Case 3043,Call Outbound,Monique,2010-04-03 14:59:00,2010-04-03 15:00:00
Case 3043,Inbound Call,Nancy,2010-04-08 16:25:00,2010-04-08 16:26:00
Case 3044,Inbound Call,Steve,2010-03-05 16:34:00,2010-03-05 16:40:00
Case 3045,Inbound Call,Jochem,2010-03-28 11:04:00,2010-03-28 11:07:00
Case 3046,Inbound Email,Jochem,2010-03-23 18:17:00,2010-03-25 14:26:00
Case 3046,Email Outbound,Jochem,2010-03-25 14:29:00,2010-03-25 14:31:00
Case 3046,Handle Email,Jochem,2010-03-25 14:31:00,2010-03-25 14:31:00
Case 3047,Inbound Call,Helen,2010-03-11 07:50:00,2010-03-11 07:52:00
Case 3048,Inbound Call,Richard,2010-03-12 07:16:00,2010-03-12 07:19:00
Case 3049,Handle Email,Samuil,2010-03-29 11:59:00,2010-03-29 12:06:00
Case 3049,Handle Email,Samuil,2010-03-29 12:08:00,2010-03-29 12:08:00
Case 3050,Handle Email,Jochem,2010-03-19 13:40:00,2010-03-19 13:41:00
Case 3050,Call Outbound,Jochem,2010-03-19 13:52:00,2010-03-19 14:09:00
Case 3051,Inbound Call,Clark,2010-03-05 16:58:00,2010-03-05 16:59:00
Case 3052,Inbound Call,Karen,2010-03-19 09:27:00,2010-03-19 09:28:00
Case 3053,Inbound Call,David,2010-03-16 07:33:00,2010-03-16 07:34:00
Case 3054,Inbound Call,Steve,2010-03-12 17:13:00,2010-03-12 17:22:00
Case 3054,Handle Case,Steve,2010-03-15 14:47:00,2010-03-15 14:51:00
Case 3054,Handle Case,Steve,2010-03-29 13:19:00,2010-03-29 13:19:00
Case 3054,Handle Case,Steve,2010-03-29 15:35:00,2010-03-29 15:36:00
Case 3055,Inbound Call,Johan,2010-03-08 09:47:00,2010-03-08 09:48:00
Case 3056,Inbound Email,Mary,2010-03-04 12:11:00,2010-03-06 14:08:00
Case 3056,Email Outbound,Mary,2010-03-06 14:09:00,2010-03-06 14:10:00
Case 3056,Handle Email,Mary,2010-03-06 14:11:00,2010-03-06 14:11:00
Case 3057,Inbound Email,Mary,2010-03-05 19:23:00,2010-03-07 14:01:00
Case 3057,Handle Email,Mary,2010-03-07 14:04:00,2010-03-07 14:04:00
Case 3057,Handle Email,Mary,2010-03-07 16:13:00,2010-03-07 16:14:00
Case 3057,Email Outbound,Mary,2010-03-07 16:14:00,2010-03-07 16:18:00
Case 3057,Handle Email,Mary,2010-03-07 16:18:00,2010-03-07 16:18:00
Case 3058,Inbound Call,Irena,2010-03-05 11:30:00,2010-03-05 11:32:00
Case 3059,Inbound Call,Ton,2010-03-20 11:00:00,2010-03-20 11:01:00
Case 3060,Inbound Call,Erik,2010-03-13 09:38:00,2010-03-13 09:41:00
Case 3061,Handle Email,Samuil,2010-03-14 13:06:00,2010-03-14 13:12:00
Case 3061,Handle Email,Samuil,2010-03-14 13:13:00,2010-03-14 13:13:00
Case 3062,Inbound Email,Jochem,2010-03-26 16:56:00,2010-03-27 12:09:00
Case 3062,Email Outbound,Jochem,2010-03-27 12:11:00,2010-03-27 12:25:00
Case 3062,Handle Email,Jochem,2010-03-27 12:25:00,2010-03-27 12:25:00
Case 3063,Inbound Call,Elena,2010-03-27 09:39:00,2010-03-27 09:49:00
Case 3064,Inbound Call,Clark,2010-03-30 08:21:00,2010-03-30 08:25:00
Case 3065,Inbound Call,Susi,2010-03-12 08:51:00,2010-03-12 08:56:00
Case 3066,Inbound Call,Anne,2010-03-30 10:38:00,2010-03-30 10:41:00
Case 3067,Inbound Call,Samuil,2010-03-29 07:18:00,2010-03-29 07:19:00
Case 3068,Inbound Call,Maja,2010-03-11 09:57:00,2010-03-11 09:59:00
Case 3068,Inbound Call,Irena,2010-03-22 11:33:00,2010-03-22 11:38:00
Case 3068,Handle Case,Mathias,2010-03-26 06:35:00,2010-03-26 06:41:00
Case 3068,Call Outbound,Irena,2010-03-26 12:29:00,2010-03-26 12:37:00
Case 3069,Inbound Call,Henk,2010-03-05 06:45:00,2010-03-05 06:47:00
Case 3070,Inbound Call,Kenny,2010-03-19 11:17:00,2010-03-19 11:25:00
Case 3071,Inbound Call,Ton,2010-03-02 09:46:00,2010-03-02 09:49:00
Case 3071,Handle Case,Mathias,2010-03-04 08:34:00,2010-03-04 08:38:00
Case 3071,Inbound Call,Susi,2010-03-22 08:31:00,2010-03-22 08:33:00
Case 3072,Inbound Call,Elena,2010-03-18 10:15:00,2010-03-18 10:19:00
Case 3073,Inbound Call,Clark,2010-03-15 17:47:00,2010-03-15 17:48:00
Case 3074,Inbound Call,Kenny,2010-03-21 07:17:00,2010-03-21 07:34:00
Case 3075,Inbound Call,Wil,2010-03-12 14:57:00,2010-03-12 14:58:00
Case 3076,Inbound Call,Maja,2010-03-15 07:17:00,2010-03-15 07:18:00
Case 3076,Inbound Call,Monique,2010-03-18 15:19:00,2010-03-18 15:23:00
Case 3076,Handle Case,Mathias,2010-03-19 07:52:00,2010-03-19 07:54:00
Case 3077,Call Outbound,Jochem,2010-03-07 11:52:00,2010-03-07 11:52:00
Case 3077,Call Outbound,Jochem,2010-03-07 11:55:00,2010-03-07 11:55:00
Case 3077,Call Outbound,Jochem,2010-03-07 14:13:00,2010-03-07 14:32:00
Case 3078,Inbound Email,Christian,2010-03-28 22:37:00,2010-04-01 13:16:00
Case 3078,Email Outbound,Christian,2010-04-01 13:21:00,2010-04-01 13:33:00
Case 3078,Email Outbound,Christian,2010-04-01 13:33:00,2010-04-01 13:34:00
Case 3079,Inbound Call,Monique,2010-03-05 15:26:00,2010-03-05 15:27:00
Case 3080,Inbound Call,David,2010-03-20 07:44:00,2010-03-20 07:45:00
Case 3081,Inbound Call,Karen,2010-03-11 13:19:00,2010-03-11 13:21:00
Case 3082,Inbound Call,Erik,2010-03-29 08:09:00,2010-03-29 08:10:00
Case 3083,Inbound Call,Susi,2010-03-12 08:58:00,2010-03-12 09:03:00
Case 3084,Inbound Call,Steve,2010-03-07 15:59:00,2010-03-07 16:01:00
Case 3085,Inbound Call,Wil,2010-03-28 14:45:00,2010-03-28 14:46:00
Case 3085,Inbound Call,Erik,2010-03-29 07:20:00,2010-03-29 07:24:00
Case 3085,Inbound Call,Samuil,2010-03-29 07:48:00,2010-03-29 07:49:00
Case 3086,Inbound Call,Michael,2010-03-05 11:48:00,2010-03-05 11:51:00
Case 3087,Inbound Call,Monique,2010-03-27 14:41:00,2010-03-27 14:42:00
Case 3087,Inbound Call,Susi,2010-03-28 08:11:00,2010-03-28 08:20:00
Case 3088,Inbound Email,Jochem,2010-03-25 07:37:00,2010-03-26 12:35:00
Case 3088,Email Outbound,Jochem,2010-03-26 12:37:00,2010-03-26 12:40:00
Case 3088,Email Outbound,Jochem,2010-03-26 12:40:00,2010-03-26 12:41:00
Case 3089,Inbound Call,Michael,2010-03-04 17:33:00,2010-03-04 17:36:00
Case 3090,Inbound Call,Jochem,2010-03-19 09:14:00,2010-03-19 09:15:00
Case 3091,Inbound Call,Kenny,2010-03-28 07:36:00,2010-03-28 07:40:00
Case 3091,Handle Case,Mathias,2010-03-28 09:29:00,2010-03-28 09:43:00
Case 3092,Inbound Call,Jochem,2010-03-28 09:20:00,2010-03-28 09:21:00
Case 3092,Inbound Call,Erik,2010-03-28 09:37:00,2010-03-28 09:38:00
Case 3092,Inbound Call,Kenny,2010-03-28 10:21:00,2010-03-28 10:22:00
Case 3092,Inbound Call,Erik,2010-03-29 09:58:00,2010-03-29 10:00:00
Case 3092,Inbound Call,Maja,2010-04-23 07:15:00,2010-04-23 07:15:00
Case 3093,Inbound Call,Kenny,2010-03-27 09:06:00,2010-03-27 09:09:00
Case 3093,Inbound Call,Jochem,2010-03-27 09:27:00,2010-03-27 09:30:00
Case 3094,Inbound Call,Karen,2010-03-08 08:52:00,2010-03-08 08:54:00
Case 3095,Inbound Call,Johan,2010-03-12 12:06:00,2010-03-12 12:08:00
Case 3096,Inbound Call,Erik,2010-03-29 07:41:00,2010-03-29 07:41:00
Case 3097,Inbound Call,Susi,2010-03-19 09:02:00,2010-03-19 09:05:00
Case 3097,Inbound Call,Johan,2010-03-19 09:08:00,2010-03-19 09:10:00
Case 3098,Inbound Call,Clark,2010-03-15 17:27:00,2010-03-15 17:30:00
Case 3099,Inbound Call,Steve,2010-03-19 17:31:00,2010-03-19 17:37:00
Case 3099,Inbound Call,Ton,2010-03-19 17:38:00,2010-03-19 18:05:00
Case 3099,Call Outbound,Ton,2010-03-26 16:02:00,2010-03-26 16:05:00
Case 3100,Inbound Call,Steve,2010-03-18 15:30:00,2010-03-18 15:35:00
Case 3101,Inbound Call,Clark,2010-03-18 14:54:00,2010-03-18 14:56:00
Case 3102,Inbound Call,Kenny,2010-03-27 09:31:00,2010-03-27 10:02:00
Case 3102,Handle Case,Kenny,2010-03-27 11:46:00,2010-03-27 11:50:00
Case 3102,Handle Case,Kenny,2010-04-02 11:03:00,2010-04-02 11:05:00
Case 3102,Inbound Call,Henk,2010-04-11 10:56:00,2010-04-11 11:02:00
Case 3103,Inbound Call,Henk,2010-03-26 11:32:00,2010-03-26 11:33:00
Case 3104,Inbound Call,Fred,2010-03-29 11:05:00,2010-03-29 11:07:00
Case 3105,Inbound Call,Nancy,2010-03-28 12:56:00,2010-03-28 12:57:00
Case 3106,Inbound Call,Wil,2010-03-28 14:36:00,2010-03-28 14:37:00
Case 3107,Inbound Call,Jochem,2010-03-11 10:59:00,2010-03-11 11:00:00
Case 3108,Inbound Call,Henk,2010-03-25 08:21:00,2010-03-25 08:23:00
Case 3109,Inbound Call,Johan,2010-03-14 09:00:00,2010-03-14 09:03:00
Case 3110,Inbound Email,Mariska,2010-03-24 11:45:00,2010-03-26 07:16:00
Case 3110,Email Outbound,Mariska,2010-03-26 07:17:00,2010-03-26 07:33:00
Case 3110,Handle Case,Mariska,2010-03-26 07:33:00,2010-03-26 07:33:00
Case 3111,Inbound Call,Wil,2010-03-11 15:26:00,2010-03-11 15:28:00
Case 3112,Inbound Call,Jochem,2010-03-19 09:10:00,2010-03-19 09:11:00
Case 3113,Inbound Call,Michael,2010-03-11 09:53:00,2010-03-11 09:55:00
Case 3114,Inbound Call,Erik,2010-03-23 09:11:00,2010-03-23 09:13:00
Case 3115,Handle Email,Samuil,2010-03-28 06:23:00,2010-03-28 06:28:00
Case 3115,Inbound Call,Christian,2010-03-28 15:38:00,2010-03-28 15:48:00
Case 3115,Inbound Call,Nancy,2010-03-28 16:40:00,2010-03-28 16:42:00
Case 3116,Inbound Call,Christian,2010-03-18 16:23:00,2010-03-18 16:24:00
Case 3116,Inbound Call,Christian,2010-03-18 16:26:00,2010-03-18 16:29:00
Case 3116,Inbound Call,Steve,2010-03-18 16:30:00,2010-03-18 16:37:00
Case 3116,Inbound Call,Steve,2010-03-18 16:48:00,2010-03-18 16:52:00
Case 3117,Inbound Call,Nancy,2010-03-18 15:23:00,2010-03-18 15:26:00
Case 3117,Call Outbound,Nancy,2010-03-19 14:06:00,2010-03-19 14:07:00
Case 3117,Call Outbound,Nancy,2010-03-20 14:12:00,2010-03-20 14:13:00
Case 3117,Call Outbound,Nancy,2010-03-20 14:28:00,2010-03-20 14:29:00
Case 3117,Call Outbound,Nancy,2010-03-21 14:08:00,2010-03-21 14:09:00
Case 3117,Call Outbound,Nancy,2010-03-27 12:43:00,2010-03-27 12:45:00
Case 3118,Inbound Call,Michael,2010-03-28 11:16:00,2010-03-28 11:18:00
Case 3119,Inbound Call,Wil,2010-03-12 14:51:00,2010-03-12 14:53:00
Case 3120,Inbound Call,Anne,2010-03-05 10:23:00,2010-03-05 10:28:00
Case 3120,Handle Case,Mathias,2010-03-06 06:26:00,2010-03-06 06:28:00
Case 3120,Call Outbound,Anne,2010-03-06 10:54:00,2010-03-06 10:55:00
Case 3120,Handle Case,Mathias,2010-03-07 06:58:00,2010-03-07 07:04:00
Case 3120,Handle Case,Mathias,2010-03-12 07:44:00,2010-03-12 07:47:00
Case 3120,Inbound Call,Wil,2010-03-12 10:20:00,2010-03-12 10:20:00
Case 3120,Inbound Call,Anne,2010-03-13 09:04:00,2010-03-13 09:08:00
Case 3120,Handle Case,Mathias,2010-03-14 06:46:00,2010-03-14 06:48:00
Case 3120,Inbound Call,Anne,2010-03-14 09:16:00,2010-03-14 09:17:00
Case 3120,Call Outbound,Anne,2010-03-14 10:56:00,2010-03-14 10:57:00
Case 3121,Inbound Call,Christian,2010-03-14 16:32:00,2010-03-14 16:35:00
Case 3121,Inbound Call,Susi,2010-03-15 12:20:00,2010-03-15 12:25:00
Case 3121,Inbound Call,Ton,2010-03-25 15:58:00,2010-03-25 16:17:00
Case 3122,Inbound Call,Richard,2010-03-13 09:06:00,2010-03-13 09:09:00
Case 3123,Inbound Call,Wil,2010-03-08 09:29:00,2010-03-08 09:30:00
Case 3124,Inbound Email,Mary,2010-03-03 15:20:00,2010-03-06 10:57:00
Case 3124,Email Outbound,Mary,2010-03-06 10:58:00,2010-03-06 11:01:00
Case 3124,Handle Email,Mary,2010-03-06 11:02:00,2010-03-06 11:02:00
Case 3125,Inbound Email,Mary,2010-03-21 20:44:00,2010-03-22 14:59:00
Case 3125,Email Outbound,Mary,2010-03-22 15:00:00,2010-03-22 15:01:00
Case 3125,Email Outbound,Mary,2010-03-22 15:01:00,2010-03-22 15:05:00
Case 3126,Inbound Call,Christian,2010-03-11 17:07:00,2010-03-11 17:09:00
Case 3127,Inbound Call,Erik,2010-03-08 08:27:00,2010-03-08 08:39:00
Case 3128,Inbound Call,Nancy,2010-03-12 14:56:00,2010-03-12 14:58:00
Case 3129,Inbound Call,Kenny,2010-03-28 09:17:00,2010-03-28 09:24:00
Case 3130,Inbound Call,Richard,2010-03-12 06:54:00,2010-03-12 06:57:00
Case 3130,Inbound Call,Susi,2010-03-12 08:05:00,2010-03-12 08:08:00
Case 3131,Inbound Call,Clark,2010-03-14 17:54:00,2010-03-14 17:59:00
Case 3132,Inbound Call,Christian,2010-03-21 13:31:00,2010-03-21 13:33:00
Case 3133,Inbound Call,Wil,2010-03-11 15:31:00,2010-03-11 15:33:00
Case 3134,Inbound Call,Fred,2010-03-16 09:48:00,2010-03-16 09:59:00
Case 3135,Inbound Call,Karen,2010-03-12 16:31:00,2010-03-12 16:32:00
Case 3136,Inbound Call,Nancy,2010-03-14 13:07:00,2010-03-14 13:12:00
Case 3137,Inbound Call,Wil,2010-03-28 13:05:00,2010-03-28 13:07:00
Case 3137,Inbound Call,Steffi,2010-03-28 17:33:00,2010-03-28 17:51:00
Case 3138,Inbound Email,Steffi,2010-03-25 07:29:00,2010-03-26 11:04:00
Case 3138,Email Outbound,Steffi,2010-03-26 11:06:00,2010-03-26 11:07:00
Case 3138,Email Outbound,Steffi,2010-03-26 11:07:00,2010-03-26 11:08:00
Case 3138,Inbound Email,Mariska,2010-03-28 13:23:00,2010-03-29 07:42:00
Case 3138,Email Outbound,Mariska,2010-03-29 07:43:00,2010-03-29 07:52:00
Case 3138,Email Outbound,Mariska,2010-03-29 07:52:00,2010-03-29 07:54:00
Case 3139,Inbound Call,Maja,2010-03-08 10:00:00,2010-03-08 10:05:00
Case 3139,Handle Case,Maja,2010-03-14 13:00:00,2010-03-14 13:01:00
Case 3140,Inbound Call,Elena,2010-03-27 10:24:00,2010-03-27 10:32:00
Case 3140,Handle Case,Elena,2010-03-27 10:32:00,2010-03-27 10:33:00
Case 3141,Inbound Call,Anne,2010-03-05 12:11:00,2010-03-05 12:13:00
Case 3141,Inbound Call,Maja,2010-03-05 12:19:00,2010-03-05 12:20:00
Case 3141,Inbound Call,Ton,2010-04-18 16:43:00,2010-04-18 16:50:00
Case 3141,Inbound Call,Ton,2010-04-19 17:02:00,2010-04-19 17:14:00
Case 3141,Handle Case,Mathias,2010-04-22 07:03:00,2010-04-22 07:04:00
Case 3142,Inbound Call,Elena,2010-03-13 12:46:00,2010-03-13 13:18:00
Case 3143,Inbound Call,Steffi,2010-03-22 15:34:00,2010-03-22 15:42:00
Case 3143,Inbound Call,Johan,2010-03-28 09:35:00,2010-03-28 09:36:00
Case 3144,Inbound Email,Susi,2010-03-25 21:11:00,2010-03-26 10:30:00
Case 3144,Handle Email,Susi,2010-03-26 10:30:00,2010-03-26 10:35:00
Case 3144,Email Outbound,Susi,2010-03-26 10:35:00,2010-03-26 10:35:00
Case 3145,Inbound Call,Irena,2010-03-11 12:41:00,2010-03-11 12:43:00
Case 3146,Inbound Call,Fred,2010-03-06 09:08:00,2010-03-06 09:09:00
Case 3147,Inbound Call,Erik,2010-03-27 09:19:00,2010-03-27 09:20:00
Case 3147,Inbound Call,Samuil,2010-03-28 09:50:00,2010-03-28 09:52:00
Case 3148,Inbound Call,Henk,2010-03-13 10:01:00,2010-03-13 10:02:00
Case 3148,Inbound Call,Steve,2010-03-13 15:55:00,2010-03-13 15:56:00
Case 3149,Call Outbound,Jochem,2010-04-03 12:32:00,2010-04-03 12:32:00
Case 3149,Call Outbound,Jochem,2010-04-03 12:35:00,2010-04-03 12:37:00
Case 3150,Inbound Call,Helen,2010-03-14 10:13:00,2010-03-14 10:17:00
Case 3151,Inbound Call,Michael,2010-03-19 10:59:00,2010-03-19 11:02:00
Case 3152,Inbound Email,Steffi,2010-03-28 17:25:00,2010-04-01 11:46:00
Case 3152,Email Outbound,Steffi,2010-04-01 11:51:00,2010-04-01 12:05:00
Case 3152,Handle Email,Steffi,2010-04-01 12:05:00,2010-04-01 12:05:00
Case 3153,Inbound Email,Mary,2010-03-06 08:37:00,2010-03-07 14:05:00
Case 3153,Email Outbound,Mary,2010-03-07 14:06:00,2010-03-07 14:09:00
Case 3153,Handle Email,Mary,2010-03-07 14:09:00,2010-03-07 14:09:00
Case 3154,Inbound Call,Irena,2010-03-05 11:57:00,2010-03-05 12:00:00
Case 3155,Inbound Call,Maja,2010-03-19 12:53:00,2010-03-19 12:55:00
Case 3156,Inbound Call,Johan,2010-03-21 08:19:00,2010-03-21 08:19:00
Case 3156,Inbound Call,Barbara,2010-03-21 14:12:00,2010-03-21 14:29:00
Case 3156,Inbound Call,Monique,2010-03-21 14:49:00,2010-03-21 14:49:00
Case 3157,Inbound Email,Henk,2010-03-13 14:23:00,2010-03-15 10:54:00
Case 3157,Inbound Email,Henk,2010-03-15 10:59:00,2010-03-15 10:59:00
Case 3157,Call Outbound,Henk,2010-03-15 10:59:00,2010-03-15 10:59:00
Case 3157,Handle Email,Henk,2010-03-15 11:00:00,2010-03-15 11:00:00
Case 3157,Handle Email,Steffi,2010-03-18 14:06:00,2010-03-18 14:19:00
Case 3157,Call Outbound,Steffi,2010-03-18 14:21:00,2010-03-18 14:22:00
Case 3157,Handle Email,Mary,2010-03-20 12:12:00,2010-03-20 12:12:00
Case 3158,Inbound Call,Wil,2010-03-19 12:02:00,2010-03-19 12:03:00
Case 3158,Inbound Call,Wil,2010-03-19 12:05:00,2010-03-19 12:05:00
Case 3159,Inbound Call,Elena,2010-03-21 11:42:00,2010-03-21 11:47:00
Case 3160,Inbound Email,Samuil,2010-03-25 20:03:00,2010-03-26 13:29:00
Case 3160,Email Outbound,Samuil,2010-03-26 13:32:00,2010-03-26 13:33:00
Case 3160,Handle Email,Samuil,2010-03-26 13:33:00,2010-03-26 13:33:00
Case 3160,Inbound Call,Wil,2010-03-26 15:04:00,2010-03-26 15:06:00
Case 3161,Handle Email,Susi,2010-03-26 10:43:00,2010-03-26 10:43:00
Case 3161,Call Outbound,Susi,2010-03-27 12:44:00,2010-03-27 12:44:00
Case 3162,Inbound Call,Wil,2010-03-07 11:25:00,2010-03-07 11:26:00
Case 3163,Inbound Call,Anne,2010-03-30 15:09:00,2010-03-30 15:11:00
Case 3164,Inbound Call,Johan,2010-03-21 08:24:00,2010-03-21 08:28:00
Case 3165,Inbound Call,Steffi,2010-03-12 16:10:00,2010-03-12 16:13:00
Case 3166,Inbound Call,Barbara,2010-03-21 18:01:00,2010-03-21 18:08:00
Case 3166,Handle Case,Barbara,2010-03-22 15:15:00,2010-03-22 15:15:00
Case 3167,Inbound Call,Christian,2010-03-04 13:42:00,2010-03-04 13:43:00
Case 3168,Handle Email,Samuil,2010-03-07 07:03:00,2010-03-07 07:03:00
Case 3169,Inbound Call,Elena,2010-03-19 13:23:00,2010-03-19 13:35:00
Case 3170,Handle Email,Richard,2010-03-08 07:05:00,2010-03-08 07:05:00
Case 3170,Handle Email,Richard,2010-03-08 07:06:00,2010-03-08 07:06:00
Case 3171,Inbound Call,Nancy,2010-03-06 17:57:00,2010-03-06 18:07:00
Case 3172,Inbound Email,Wil,2010-03-16 02:11:00,2010-03-18 14:38:00
Case 3172,Handle Email,Wil,2010-03-18 14:38:00,2010-03-18 14:43:00
Case 3172,Email Outbound,Wil,2010-03-18 14:43:00,2010-03-18 14:44:00
Case 3173,Inbound Call,Clark,2010-03-21 15:34:00,2010-03-21 15:34:00
Case 3174,Inbound Call,Richard,2010-03-05 11:02:00,2010-03-05 11:10:00
Case 3175,Inbound Call,Harold,2010-03-04 13:16:00,2010-03-04 13:21:00
Case 3175,Handle Case,Harold,2010-03-18 14:33:00,2010-03-18 14:33:00
Case 3175,Inbound Call,Michael,2010-03-28 13:15:00,2010-03-28 13:19:00
Case 3175,Inbound Call,Erik,2010-04-02 08:39:00,2010-04-02 08:41:00
Case 3176,Inbound Call,Monique,2010-03-13 18:07:00,2010-03-13 18:08:00
Case 3177,Inbound Call,Clark,2010-03-25 17:55:00,2010-03-25 17:56:00
Case 3178,Inbound Email,Mary,2010-03-22 10:20:00,2010-03-25 10:52:00
Case 3178,Email Outbound,Mary,2010-03-25 10:53:00,2010-03-25 10:55:00
Case 3178,Handle Email,Mary,2010-03-25 10:55:00,2010-03-25 10:55:00
Case 3179,Inbound Call,Barbara,2010-03-12 12:44:00,2010-03-12 12:46:00
Case 3180,Inbound Call,Irena,2010-03-04 08:20:00,2010-03-04 08:22:00
Case 3181,Inbound Call,Nancy,2010-03-29 15:35:00,2010-03-29 15:41:00
Case 3182,Inbound Call,Karen,2010-03-28 09:44:00,2010-03-28 09:45:00
Case 3183,Inbound Call,Fred,2010-03-15 08:39:00,2010-03-15 08:40:00
Case 3184,Inbound Call,Johan,2010-03-04 08:48:00,2010-03-04 08:52:00
Case 3184,Call Outbound,Johan,2010-03-12 12:29:00,2010-03-12 12:32:00
Case 3184,Call Outbound,Johan,2010-03-13 11:35:00,2010-03-13 11:35:00
Case 3184,Call Outbound,Johan,2010-03-14 12:45:00,2010-03-14 12:46:00
Case 3185,Inbound Call,Steffi,2010-03-05 09:44:00,2010-03-05 09:55:00
Case 3186,Inbound Call,Richard,2010-03-05 10:42:00,2010-03-05 10:42:00
Case 3187,Inbound Call,Steffi,2010-03-27 09:36:00,2010-03-27 09:42:00
Case 3187,Inbound Call,Monique,2010-03-27 15:08:00,2010-03-27 15:44:00
Case 3187,Inbound Call,Monique,2010-03-27 17:27:00,2010-03-27 17:29:00
Case 3187,Call Outbound,Monique,2010-03-28 15:28:00,2010-03-28 15:45:00
Case 3187,Handle Case,Monique,2010-03-29 16:26:00,2010-03-29 16:31:00
Case 3187,Handle Case,Ross,2010-04-01 06:59:00,2010-04-01 06:59:00
Case 3187,Inbound Call,Wil,2010-04-08 14:30:00,2010-04-08 14:40:00
Case 3188,Inbound Email,Jochem,2010-03-03 17:00:00,2010-03-05 13:50:00
Case 3188,Email Outbound,Jochem,2010-03-05 13:53:00,2010-03-05 13:55:00
Case 3188,Handle Email,Jochem,2010-03-05 13:55:00,2010-03-05 13:55:00
Case 3189,Inbound Call,Richard,2010-03-06 11:29:00,2010-03-06 11:32:00
Case 3190,Inbound Call,Clark,2010-03-04 13:13:00,2010-03-04 13:24:00
Case 3191,Inbound Email,Mary,2010-03-06 18:19:00,2010-03-08 10:26:00
Case 3191,Email Outbound,Mary,2010-03-08 10:27:00,2010-03-08 10:29:00
Case 3191,Handle Email,Mary,2010-03-08 10:30:00,2010-03-08 10:30:00
Case 3192,Inbound Call,Christian,2010-03-19 15:14:00,2010-03-19 15:17:00
Case 3193,Inbound Call,Mary,2010-03-30 08:44:00,2010-03-30 08:54:00
Case 3193,Inbound Call,Kenny,2010-04-01 08:34:00,2010-04-01 08:55:00
Case 3193,Handle Case,Harold,2010-04-01 11:59:00,2010-04-01 12:01:00
Case 3193,Handle Case,David,2010-04-01 13:30:00,2010-04-01 13:31:00
Case 3193,Call Outbound,Karen,2010-04-18 14:19:00,2010-04-18 14:22:00
Case 3193,Call Outbound,Karen,2010-04-24 14:08:00,2010-04-24 14:11:00
Case 3193,Call Outbound,Karen,2010-04-29 16:04:00,2010-04-29 16:06:00
Case 3193,Call Outbound,Karen,2010-04-30 12:04:00,2010-04-30 12:06:00
Case 3194,Inbound Call,Richard,2010-03-11 11:59:00,2010-03-11 12:03:00
